subject,group,window_size,window_dur_s,strategy,attend_side,difficulty,score,r_att,r_ign,delta_r,correct
sub-021,NH,1,40,concatenate,attendright,20.0,100.0,0.08086882433242613,0.08806490034767651,-0.00719607601525038,False
sub-021,NH,1,40,concatenate,attendleft,10.0,100.0,0.15812923912236276,0.008752883869652318,0.14937635525271045,True
sub-021,NH,1,40,concatenate,attendright,27.0,100.0,0.047428630736578645,0.03434190245398195,0.013086728282596695,True
sub-021,NH,1,40,concatenate,attendleft,17.0,100.0,0.05689621995373918,0.06729407782370372,-0.010397857869964541,False
sub-021,NH,1,40,concatenate,attendright,4.0,100.0,0.13640153537544508,0.001728778745099436,0.13467275663034564,True
sub-021,NH,1,40,concatenate,attendleft,5.0,100.0,0.03806160832297388,0.15282540792302332,-0.11476379960004944,False
sub-021,NH,1,40,concatenate,attendleft,5.0,100.0,0.028390116232878206,0.08081450596669722,-0.05242438973381901,False
sub-021,NH,1,40,concatenate,attendright,2.0,100.0,0.07439765679791821,0.026869707483286098,0.04752794931463211,True
sub-021,NH,1,40,concatenate,attendright,17.0,100.0,0.10631529047649496,0.012056390393989105,0.09425890008250586,True
sub-021,NH,1,40,concatenate,attendleft,19.0,75.0,0.1934920247195746,0.09646838044666169,0.09702364427291292,True
sub-021,NH,1,40,concatenate,attendright,14.0,100.0,0.08661657108369117,0.09443669929280031,-0.007820128209109142,False
sub-021,NH,1,40,concatenate,attendright,22.0,100.0,0.07171870076756068,0.04164563015345334,0.030073070614107335,True
sub-021,NH,1,40,concatenate,attendleft,9.0,100.0,0.011637129443938379,0.10968772409755212,-0.09805059465361374,False
sub-021,NH,1,40,concatenate,attendleft,4.0,100.0,0.07527540368315638,0.0651122994637463,0.01016310421941008,True
sub-021,NH,1,40,concatenate,attendright,62.0,100.0,0.09791736213465267,0.02302748152110697,0.0748898806135457,True
sub-021,NH,1,40,concatenate,attendleft,26.0,100.0,0.1535642028754389,0.008190392036910006,0.1453738108385289,True
sub-021,NH,1,40,concatenate,attendright,5.0,100.0,0.1583113388631345,0.011290547154406121,0.1470207917087284,True
sub-021,NH,1,40,concatenate,attendleft,7.0,75.0,0.05165647770505462,0.03855177407877899,0.01310470362627563,True
sub-021,NH,1,40,concatenate,attendleft,5.0,100.0,0.08325455274324543,0.008186765219599613,0.07506778752364582,True
sub-021,NH,1,40,concatenate,attendright,22.0,100.0,0.08650881320882213,0.06995538255300368,0.01655343065581845,True
sub-021,NH,1,40,concatenate,attendright,14.0,100.0,0.2113829826461225,0.008876582122572392,0.20250640052355012,True
sub-021,NH,1,40,concatenate,attendright,26.0,100.0,0.08180401881274028,0.04355782014983749,0.0382461986629028,True
sub-021,NH,1,40,concatenate,attendleft,3.0,100.0,0.07421894258570748,0.08934342412152985,-0.015124481535822368,False
sub-021,NH,1,40,concatenate,attendleft,25.0,75.0,0.015004913385491904,0.028247805034179767,-0.013242891648687864,False
sub-021,NH,1,40,concatenate,attendright,4.0,100.0,0.18124681372222462,0.08447894425586774,0.09676786946635688,True
sub-021,NH,1,40,concatenate,attendleft,34.0,100.0,0.20510523038120246,0.15686688175422417,0.04823834862697829,True
sub-021,NH,1,40,concatenate,attendright,51.0,100.0,0.07704784574091829,0.018003433613732866,0.05904441212718542,True
sub-021,NH,1,40,concatenate,attendright,51.0,75.0,0.08148695131794757,0.13018750325111175,-0.04870055193316418,False
sub-021,NH,1,40,concatenate,attendleft,61.0,100.0,0.07346876713231879,0.052986150575381516,0.02048261655693727,True
sub-021,NH,1,40,concatenate,attendleft,62.0,100.0,0.08158835341692282,0.015876535902370557,0.06571181751455227,True
sub-021,NH,1,40,concatenate,attendright,37.0,100.0,0.2222036813534187,0.0763923228356986,0.1458113585177201,True
sub-021,NH,1,40,concatenate,attendleft,10.0,75.0,0.21286036965155225,0.059316542114165996,0.15354382753738627,True
sub-022,NH,1,40,concatenate,attendleft,1.0,100.0,0.01646857048325244,0.03218382016559381,-0.01571524968234137,False
sub-022,NH,1,40,concatenate,attendleft,4.0,100.0,0.026911317657351514,0.09793317517804648,-0.07102185752069497,False
sub-022,NH,1,40,concatenate,attendright,50.0,100.0,0.13314906086690972,0.102559241319017,0.03058981954789272,True
sub-022,NH,1,40,concatenate,attendleft,2.0,100.0,0.08493577822981509,0.06424226752422318,0.020693510705591903,True
sub-022,NH,1,40,concatenate,attendleft,1.0,100.0,0.0537169458136477,0.08076714962514094,-0.027050203811493236,False
sub-022,NH,1,40,concatenate,attendright,2.0,100.0,0.10072171509819103,0.11027631636626224,-0.009554601268071214,False
sub-022,NH,1,40,concatenate,attendright,4.0,100.0,0.17157852201829746,0.0939867186108398,0.07759180340745765,True
sub-022,NH,1,40,concatenate,attendleft,2.0,100.0,0.0036514725995296106,0.0166534751198638,-0.01300200252033419,False
sub-022,NH,1,40,concatenate,attendleft,4.0,75.0,0.06788657051758619,0.08260844218196864,-0.01472187166438245,False
sub-022,NH,1,40,concatenate,attendright,4.0,100.0,0.05483937836937628,0.12196852078627587,-0.0671291424168996,False
sub-022,NH,1,40,concatenate,attendleft,2.0,100.0,0.12838806503690395,0.047490556754389575,0.08089750828251438,True
sub-022,NH,1,40,concatenate,attendleft,2.0,100.0,0.14602342012195363,0.11085028976411011,0.035173130357843516,True
