subject,group,window_size,window_dur_s,strategy,attend_side,difficulty,score,r_att,r_ign,delta_r,correct
sub-021,NH,8,400,concatenate,,,,0.07042420720562052,0.02934456319072224,0.04107964401489828,True
sub-021,NH,8,400,concatenate,,,,0.07218518905573215,0.047253598494463006,0.024931590561269146,True
sub-021,NH,8,400,concatenate,,,,0.07342186186852924,0.0008633405049765571,0.07255852136355269,True
sub-021,NH,8,400,concatenate,,,,0.13133656943706554,0.022899346507629058,0.10843722292943647,True
sub-022,NH,8,400,concatenate,,,,0.029719883457800418,0.014267141476732238,0.01545274198106818,True
sub-022,NH,8,400,concatenate,,,,0.07195803652942918,0.016701347832250635,0.05525668869717855,True
sub-022,NH,8,400,concatenate,,,,0.06868465097170136,1.5316542681304137e-05,0.06866933442902005,True
sub-022,NH,8,400,concatenate,,,,0.09274861126230395,0.0007186620774103885,0.09202994918489356,True
sub-023,NH,8,400,concatenate,,,,0.030272686604811565,0.0010132860405032483,0.029259400564308317,True
sub-023,NH,8,400,concatenate,,,,0.08411390325988603,0.026247075352024207,0.05786682790786182,True
sub-023,NH,8,400,concatenate,,,,0.06729727525817288,0.009669583991560012,0.057627691266612865,True
sub-023,NH,8,400,concatenate,,,,0.03823644635332172,0.01933368300167408,0.01890276335164764,True
sub-024,NH,8,400,concatenate,,,,0.08133262296420295,0.01979941199033811,0.06153321097386484,True
sub-024,NH,8,400,concatenate,,,,0.12557503418987856,0.04007037788186704,0.08550465630801152,True
sub-024,NH,8,400,concatenate,,,,0.12221181185773834,0.007174703338845318,0.11503710851889302,True
sub-025,NH,8,400,concatenate,,,,0.05300011602616301,0.021791423062918057,0.031208692963244952,True
sub-025,NH,8,400,concatenate,,,,0.10124792324048833,0.021747031433258467,0.07950089180722986,True
sub-025,NH,8,400,concatenate,,,,0.07425477590170197,0.024326537511388507,0.04992823839031346,True
sub-025,NH,8,400,concatenate,,,,0.10077265570977689,0.0014975650133176417,0.09927509069645925,True
sub-026,NH,8,400,concatenate,,,,0.03829445281702733,0.06056554758880616,-0.022271094771778834,False
