subject,group,window_size,window_dur_s,strategy,attend_side,difficulty,score,r_att,r_ign,delta_r,correct
sub-001,HI,4,200,concatenate,,,,0.09645488324094388,0.023346383280026715,0.07310849996091717,True
sub-001,HI,4,200,concatenate,,,,0.10774366545894813,0.018564046839835834,0.0891796186191123,True
sub-001,HI,4,200,concatenate,,,,0.02988022679394888,3.303637209035176e-06,0.029876923156739846,True
sub-001,HI,4,200,concatenate,,,,0.12075713686342986,0.06339585919361952,0.057361277669810334,True
sub-001,HI,4,200,concatenate,,,,0.029407680373557933,0.006732060379923435,0.0226756199936345,True
sub-001,HI,4,200,concatenate,,,,0.06839273038354764,0.006090702084354338,0.0623020282991933,True
sub-001,HI,4,200,concatenate,,,,0.07146225222579919,0.009426017023053661,0.062036235202745524,True
sub-001,HI,4,200,concatenate,,,,0.0883670279846839,0.0019157389363368806,0.08645128904834702,True
sub-002,HI,4,200,concatenate,,,,0.24430607074530927,0.038556671246316454,0.20574939949899282,True
sub-002,HI,4,200,concatenate,,,,0.16073844984914207,0.022397805679046572,0.1383406441700955,True
sub-002,HI,4,200,concatenate,,,,0.10993051890015515,0.0061993003446571505,0.103731218555498,True
sub-002,HI,4,200,concatenate,,,,0.06718847907142923,0.06772873202249859,-0.0005402529510693532,False
sub-002,HI,4,200,concatenate,,,,0.16872507659529545,0.031211025813411286,0.13751405078188417,True
sub-002,HI,4,200,concatenate,,,,0.16539654498342304,0.0017081401551841636,0.16368840482823888,True
sub-002,HI,4,200,concatenate,,,,0.0697027074508745,0.015462040490269445,0.05424066696060505,True
sub-002,HI,4,200,concatenate,,,,0.1232138317468541,0.009118913971158977,0.11409491777569512,True
sub-003,HI,4,200,concatenate,,,,0.04574120760945516,0.00584008530036463,0.03990112230909053,True
sub-003,HI,4,200,concatenate,,,,0.042778497285030595,0.03884735235463414,0.003931144930396452,True
sub-003,HI,4,200,concatenate,,,,0.015498374233853276,0.07065914359813055,-0.05516076936427727,False
sub-003,HI,4,200,concatenate,,,,0.030386743601889442,0.0005108025553108345,0.02987594104657861,True
sub-003,HI,4,200,concatenate,,,,0.019555831779113735,0.07620869748840098,-0.056652865709287244,False
sub-003,HI,4,200,concatenate,,,,0.024971687746349003,0.0022718645165025536,0.02269982322984645,True
sub-003,HI,4,200,concatenate,,,,0.040041039485370064,0.017998325336136278,0.022042714149233786,True
sub-003,HI,4,200,concatenate,,,,0.000685360752587661,0.02023795991563314,-0.019552599163045477,False
sub-004,HI,4,200,concatenate,,,,0.07216820982804682,0.017991378145363023,0.0541768316826838,True
sub-004,HI,4,200,concatenate,,,,0.01322722937691865,0.022766037923710996,-0.009538808546792347,False
sub-004,HI,4,200,concatenate,,,,0.06800649802323132,0.004842803203392341,0.06316369481983898,True
sub-004,HI,4,200,concatenate,,,,0.11901950826686232,0.030540611730313468,0.08847889653654885,True
sub-004,HI,4,200,concatenate,,,,0.12098865339481958,0.04969553020402482,0.07129312319079475,True
sub-004,HI,4,200,concatenate,,,,0.060445180929597865,0.020434419797204458,0.04001076113239341,True
sub-004,HI,4,200,concatenate,,,,0.13334751084044527,0.07799255298178215,0.05535495785866312,True
sub-004,HI,4,200,concatenate,,,,0.029550639387024125,0.031014955664401152,-0.0014643162773770278,False
sub-005,HI,4,200,concatenate,,,,0.061119012965772226,0.03255498621641746,0.028564026749354765,True
sub-005,HI,4,200,concatenate,,,,0.03873713334443422,0.00848154836684149,0.030255584977592728,True
sub-005,HI,4,200,concatenate,,,,0.07888543832176428,0.04349974351993746,0.03538569480182682,True
sub-005,HI,4,200,concatenate,,,,0.11776148016015538,0.04877921588971043,0.06898226427044495,True
sub-005,HI,4,200,concatenate,,,,0.049833264012195545,0.03598168415421604,0.013851579857979503,True
sub-005,HI,4,200,concatenate,,,,0.05122408768482048,0.029773103361170915,0.021450984323649565,True
sub-005,HI,4,200,concatenate,,,,0.0967262584050481,0.01888127642793315,0.07784498197711495,True
sub-005,HI,4,200,concatenate,,,,0.06474745557058403,0.01878876652400834,0.0459586890465757,True
sub-006,HI,4,200,concatenate,,,,0.05560634147258902,0.004659254442009187,0.05094708703057983,True
sub-006,HI,4,200,concatenate,,,,0.07503293987277723,0.0021468626878634357,0.0728860771849138,True
sub-006,HI,4,200,concatenate,,,,0.08492223630072279,0.011865318592087813,0.07305691770863498,True
sub-006,HI,4,200,concatenate,,,,0.09417060666371896,0.022857690139291183,0.07131291652442778,True
sub-006,HI,4,200,concatenate,,,,0.03399299645768084,0.030897817793167453,0.0030951786645133893,True
sub-006,HI,4,200,concatenate,,,,0.010675358911670057,0.020341652237380697,-0.00966629332571064,False
sub-006,HI,4,200,concatenate,,,,0.051167097529635025,0.058436550105444116,-0.0072694525758090905,False
sub-006,HI,4,200,concatenate,,,,0.06676620518469593,0.029261627410539153,0.03750457777415678,True
sub-007,HI,4,200,concatenate,,,,0.025160541306951514,0.00947531191023062,0.015685229396720894,True
sub-007,HI,4,200,concatenate,,,,0.031628076957696274,0.050479933871446704,-0.01885185691375043,False
sub-007,HI,4,200,concatenate,,,,0.03985446060860301,0.009160655582239595,0.030693805026363416,True
sub-007,HI,4,200,concatenate,,,,0.11343883061028948,0.043608533680386065,0.06983029692990342,True
sub-007,HI,4,200,concatenate,,,,0.04817717699104545,0.006511335929271793,0.04166584106177366,True
sub-007,HI,4,200,concatenate,,,,0.024809857961740643,0.02203179723837471,0.002778060723365932,True
sub-007,HI,4,200,concatenate,,,,0.05499168452544792,0.016637418502492295,0.03835426602295562,True
sub-007,HI,4,200,concatenate,,,,0.028630519304734946,0.0006270908245785462,0.0280034284801564,True
sub-008,HI,4,200,concatenate,,,,0.042784697812568384,0.08615835663152051,-0.043373658818952124,False
sub-008,HI,4,200,concatenate,,,,0.018476788801219134,0.05071823660209686,-0.032241447800877725,False
sub-008,HI,4,200,concatenate,,,,0.04676373200275038,0.06256335845318663,-0.015799626450436248,False
sub-008,HI,4,200,concatenate,,,,0.004721523729217197,0.018580582230054345,-0.013859058500837148,False
sub-008,HI,4,200,concatenate,,,,0.08792767677441812,0.02043611551794463,0.06749156125647349,True
sub-008,HI,4,200,concatenate,,,,0.0581568285291106,0.03358225871957983,0.024574569809530773,True
sub-008,HI,4,200,concatenate,,,,0.00946808203515707,0.05054121602602864,-0.04107313399087157,False
sub-008,HI,4,200,concatenate,,,,0.008240552730070924,0.01146173061069044,-0.003221177880619517,False
sub-009,HI,4,200,concatenate,,,,0.08361108394713844,0.004475164187469055,0.07913591975966938,True
sub-009,HI,4,200,concatenate,,,,0.11294439698296962,0.026333368801440382,0.08661102818152924,True
sub-009,HI,4,200,concatenate,,,,0.08293370460447766,0.03443567425457916,0.0484980303498985,True
sub-009,HI,4,200,concatenate,,,,0.13079359126132512,0.043488882055100445,0.08730470920622467,True
sub-009,HI,4,200,concatenate,,,,0.14055178722529427,0.001336122933170101,0.13921566429212417,True
sub-009,HI,4,200,concatenate,,,,0.11688637021622521,5.573738047268256e-05,0.11683063283575253,True
sub-009,HI,4,200,concatenate,,,,0.014605153897082297,0.003716710954983394,0.010888442942098902,True
sub-009,HI,4,200,concatenate,,,,0.0795458100189409,0.026213690071483813,0.05333211994745708,True
sub-010,HI,4,200,concatenate,,,,0.06897638904835951,0.02924426829675229,0.03973212075160722,True
sub-010,HI,4,200,concatenate,,,,0.06966614824130911,0.02547531005369539,0.04419083818761372,True
sub-010,HI,4,200,concatenate,,,,0.1133578408108649,0.05673270970174515,0.05662513110911976,True
sub-010,HI,4,200,concatenate,,,,0.09304718324933912,0.05861248386719814,0.034434699382140985,True
sub-010,HI,4,200,concatenate,,,,0.12172128844922668,0.009070367567923968,0.11265092088130271,True
sub-010,HI,4,200,concatenate,,,,0.09385345372640792,0.04325461027340672,0.050598843453001204,True
sub-010,HI,4,200,concatenate,,,,0.0797394613485585,0.028604771020822574,0.051134690327735925,True
sub-010,HI,4,200,concatenate,,,,0.080359537863557,0.02809963379755492,0.052259904066002075,True
sub-011,HI,4,200,concatenate,,,,0.024542626488063584,0.04088716474226073,-0.016344538254197145,False
sub-011,HI,4,200,concatenate,,,,0.046353385986729015,0.1273852791358692,-0.08103189314914018,False
sub-011,HI,4,200,concatenate,,,,0.0870449568659532,0.06457871998858022,0.02246623687737298,True
sub-011,HI,4,200,concatenate,,,,0.08215954402167777,0.06706538276755493,0.015094161254122843,True
sub-011,HI,4,200,concatenate,,,,0.023143884824592793,0.04161067535068623,-0.018466790526093436,False
sub-011,HI,4,200,concatenate,,,,0.058115408100982355,0.06466864899000181,-0.006553240889019457,False
sub-011,HI,4,200,concatenate,,,,0.0831834906775458,0.033913366874304636,0.04927012380324116,True
sub-011,HI,4,200,concatenate,,,,0.06759751985526041,0.08892034025290697,-0.02132282039764656,False
sub-012,HI,4,200,concatenate,,,,0.03551217980464048,0.07018278141151846,-0.03467060160687798,False
sub-012,HI,4,200,concatenate,,,,0.068565773953442,0.12187458260123743,-0.05330880864779543,False
sub-012,HI,4,200,concatenate,,,,0.02273102952976379,0.04388554733481269,-0.021154517805048897,False
sub-012,HI,4,200,concatenate,,,,0.08910553835930834,0.05074416773422742,0.03836137062508092,True
sub-012,HI,4,200,concatenate,,,,0.03779388284581805,0.05175291159327526,-0.013959028747457213,False
sub-012,HI,4,200,concatenate,,,,0.041153124366497075,0.054095192920697824,-0.012942068554200749,False
sub-012,HI,4,200,concatenate,,,,0.10514168080924224,0.021983569046235857,0.08315811176300639,True
sub-012,HI,4,200,concatenate,,,,0.06962299854414256,0.03511479823664338,0.034508200307499175,True
sub-013,HI,4,200,concatenate,,,,0.0343064232017136,0.051883940896198286,-0.017577517694484686,False
sub-013,HI,4,200,concatenate,,,,0.010000647808337176,0.008974856713123598,0.0010257910952135782,True
sub-013,HI,4,200,concatenate,,,,0.06369733223783419,0.012726344722671598,0.050970987515162595,True
sub-013,HI,4,200,concatenate,,,,0.08610170332300261,0.027655161553308848,0.058446541769693765,True
sub-013,HI,4,200,concatenate,,,,0.07232489359040406,0.05190270475244545,0.020422188837958613,True
sub-013,HI,4,200,concatenate,,,,0.04011317671701579,0.015656095183501872,0.024457081533513916,True
sub-013,HI,4,200,concatenate,,,,0.11783528502974935,0.03532895117483841,0.08250633385491093,True
sub-013,HI,4,200,concatenate,,,,0.025561912733062877,0.03205681715126965,-0.006494904418206774,False
sub-014,HI,4,200,concatenate,,,,0.07191249195150297,0.06302677487726895,0.008885717074234023,True
sub-014,HI,4,200,concatenate,,,,0.015212069944477566,0.011300101777611784,0.003911968166865782,True
sub-014,HI,4,200,concatenate,,,,0.043350077223990986,0.002145548209593864,0.04120452901439712,True
sub-014,HI,4,200,concatenate,,,,0.03678246535827633,0.006857047877823467,0.029925417480452864,True
sub-014,HI,4,200,concatenate,,,,0.10626180771077642,0.03913583540346382,0.0671259723073126,True
sub-014,HI,4,200,concatenate,,,,0.010323162482205451,0.019241237344655382,-0.00891807486244993,False
sub-014,HI,4,200,concatenate,,,,0.08830958557199685,0.011016611191103838,0.07729297438089301,True
sub-014,HI,4,200,concatenate,,,,0.058133207564160905,0.000996702863434114,0.057136504700726794,True
sub-015,HI,4,200,concatenate,,,,0.06277006724461102,0.03208769899413912,0.0306823682504719,True
sub-015,HI,4,200,concatenate,,,,0.011785984497638196,0.02582879445089906,-0.014042809953260864,False
sub-015,HI,4,200,concatenate,,,,0.07137211097349469,0.00040804020825545355,0.07096407076523924,True
sub-015,HI,4,200,concatenate,,,,0.07987578561901051,0.006986564367127566,0.07288922125188295,True
sub-015,HI,4,200,concatenate,,,,0.06637521525114824,0.0013362774123327164,0.06503893783881552,True
sub-015,HI,4,200,concatenate,,,,0.027202049038439414,0.0061699711958063536,0.02103207784263306,True
sub-015,HI,4,200,concatenate,,,,0.027722161822962253,0.05530654036748992,-0.02758437854452767,False
sub-015,HI,4,200,concatenate,,,,0.057433584612766174,0.0406958988947998,0.016737685717966376,True
sub-016,HI,4,200,concatenate,,,,0.030268750063038488,0.02973983158398496,0.0005289184790535292,True
sub-016,HI,4,200,concatenate,,,,0.005512748171620637,0.09415333323006111,-0.08864058505844048,False
sub-016,HI,4,200,concatenate,,,,0.03810695567887573,0.08393156505852913,-0.045824609379653394,False
sub-016,HI,4,200,concatenate,,,,0.05885769667906425,0.11354096390103194,-0.05468326722196769,False
sub-016,HI,4,200,concatenate,,,,0.13499764383102217,0.10654789334609815,0.028449750484924013,True
sub-016,HI,4,200,concatenate,,,,0.10135398478109112,0.04772199748449447,0.05363198729659665,True
sub-016,HI,4,200,concatenate,,,,0.052686674136177045,0.005067716081667469,0.04761895805450957,True
sub-016,HI,4,200,concatenate,,,,0.040704345243962735,0.03488415182391918,0.005820193420043557,True
sub-017,HI,4,200,concatenate,,,,0.1044344313630122,0.031076990587864062,0.07335744077514814,True
sub-017,HI,4,200,concatenate,,,,0.02611392472535767,0.002484278689205029,0.02362964603615264,True
sub-017,HI,4,200,concatenate,,,,0.05522243459267919,0.08566102729434998,-0.030438592701670784,False
sub-017,HI,4,200,concatenate,,,,0.06642509369431701,0.05406386811231121,0.012361225582005801,True
sub-017,HI,4,200,concatenate,,,,0.04783413603642588,0.006150788269853719,0.04168334776657216,True
sub-017,HI,4,200,concatenate,,,,0.009276751043450547,0.013130985059371696,-0.0038542340159211496,False
sub-017,HI,4,200,concatenate,,,,0.07609352066141294,0.025597988450766763,0.05049553221064618,True
sub-017,HI,4,200,concatenate,,,,0.01507898355478099,0.036467202606228204,-0.021388219051447215,False
sub-018,HI,4,200,concatenate,,,,0.04070679458119022,0.014923250118237946,0.025783544462952272,True
sub-018,HI,4,200,concatenate,,,,0.04584416804444891,0.05269037970837242,-0.006846211663923511,False
sub-018,HI,4,200,concatenate,,,,0.021591958790836,0.0156430490747936,0.005948909716042398,True
sub-018,HI,4,200,concatenate,,,,0.12106229364862892,0.03328283376409773,0.08777945988453119,True
sub-018,HI,4,200,concatenate,,,,0.09181024379704854,0.03341787782525564,0.0583923659717929,True
sub-018,HI,4,200,concatenate,,,,0.11922023335233106,0.05454669815826464,0.06467353519406642,True
sub-018,HI,4,200,concatenate,,,,0.10849795406079922,0.0006486900261454296,0.1078492640346538,True
sub-018,HI,4,200,concatenate,,,,0.06519377890250776,0.008022184421676685,0.057171594480831076,True
sub-019,HI,4,200,concatenate,,,,0.022631552042438365,0.0018389510880593499,0.020792600954379015,True
sub-019,HI,4,200,concatenate,,,,0.05845152242437282,0.00849365846221157,0.04995786396216125,True
sub-019,HI,4,200,concatenate,,,,0.0519838915522299,0.04703759412917347,0.0049462974230564255,True
sub-019,HI,4,200,concatenate,,,,0.02269031468434715,0.088725143275228,-0.06603482859088085,False
sub-019,HI,4,200,concatenate,,,,0.08315406463426454,0.03893286467100122,0.044221199963263326,True
sub-019,HI,4,200,concatenate,,,,0.013799397800675746,0.02984742395107816,-0.016048026150402413,False
sub-019,HI,4,200,concatenate,,,,0.03877356720516953,0.001712444480544137,0.03706112272462539,True
sub-019,HI,4,200,concatenate,,,,0.028715309922674646,0.013705088120612576,0.01501022180206207,True
sub-020,HI,4,200,concatenate,,,,0.03571023661576584,0.07124382693494283,-0.03553359031917699,False
sub-020,HI,4,200,concatenate,,,,0.07449923788970289,0.06929925008408568,0.005199987805617215,True
sub-020,HI,4,200,concatenate,,,,0.12393623738920186,0.05913037973304869,0.06480585765615317,True
sub-020,HI,4,200,concatenate,,,,0.08182314408328921,0.05427231717826358,0.02755082690502563,True
sub-020,HI,4,200,concatenate,,,,0.10721053796585062,0.06955640423123575,0.03765413373461486,True
sub-020,HI,4,200,concatenate,,,,0.021654531309121736,0.06184880812382965,-0.04019427681470791,False
sub-020,HI,4,200,concatenate,,,,0.11197942935674794,0.05701532060644165,0.054964108750306294,True
sub-020,HI,4,200,concatenate,,,,0.10999759356465239,0.06598096789664334,0.04401662566800904,True
sub-041,HI,4,200,concatenate,,,,0.15123400905361709,0.04245865636074096,0.10877535269287612,True
sub-041,HI,4,200,concatenate,,,,0.1504305437343778,0.04481678602942999,0.10561375770494782,True
sub-041,HI,4,200,concatenate,,,,0.1769878149175207,0.010145027283929898,0.16684278763359078,True
sub-041,HI,4,200,concatenate,,,,0.14163313626968835,0.03301980648082332,0.10861332978886504,True
sub-041,HI,4,200,concatenate,,,,0.1923443674556055,0.057881001147225324,0.13446336630838018,True
sub-041,HI,4,200,concatenate,,,,0.10518087310947939,0.09633976210904738,0.008841111000432014,True
sub-041,HI,4,200,concatenate,,,,0.2142594637535111,0.03165750620700332,0.18260195754650776,True
sub-041,HI,4,200,concatenate,,,,0.12667819158530402,0.013832263892511553,0.11284592769279247,True
sub-042,HI,4,200,concatenate,,,,0.06595613188674439,0.03651345259411978,0.029442679292624604,True
sub-042,HI,4,200,concatenate,,,,0.08125916828179852,0.06548808456840972,0.015771083713388798,True
sub-042,HI,4,200,concatenate,,,,0.030254977606235647,0.04497135155927076,-0.014716373953035114,False
sub-042,HI,4,200,concatenate,,,,0.10647813391044147,0.02971137422225123,0.07676675968819024,True
sub-042,HI,4,200,concatenate,,,,0.07878093436973885,0.02182978408506415,0.05695115028467469,True
sub-042,HI,4,200,concatenate,,,,0.09372020974302323,0.013820707726302565,0.07989950201672066,True
sub-042,HI,4,200,concatenate,,,,0.10295686040248679,0.03720732012314423,0.06574954027934256,True
sub-042,HI,4,200,concatenate,,,,0.05285927734360739,0.014700178628903358,0.038159098714704034,True
