subject,group,window_size,window_dur_s,strategy,attend_side,difficulty,score,r_att,r_ign,delta_r,correct
sub-001,HI,1,5,concatenate,attendleft,24.0,75.0,0.06412996177514702,0.027857142878167682,0.036272818896979336,True
sub-001,HI,1,5,concatenate,attendleft,24.0,75.0,0.04475371463415624,0.42474223634489144,-0.3799885217107352,False
sub-001,HI,1,5,concatenate,attendleft,24.0,75.0,0.12384266650637973,0.09991029168231179,0.023932374824067945,True
sub-001,HI,1,5,concatenate,attendleft,24.0,75.0,0.13418512508493274,0.13131077355502396,0.0028743515299087807,True
sub-001,HI,1,5,concatenate,attendleft,24.0,75.0,0.09761029662835406,0.1696732580323768,-0.07206296140402273,False
sub-001,HI,1,5,concatenate,attendleft,24.0,75.0,0.2112876759920289,0.1541387672137059,0.057148908778323015,True
sub-001,HI,1,5,concatenate,attendleft,24.0,75.0,0.21944316897109664,0.08806705747943021,0.13137611149166645,True
sub-001,HI,1,5,concatenate,attendleft,24.0,75.0,0.03300251827005645,0.14012576981281627,-0.10712325154275981,False
sub-001,HI,1,5,concatenate,attendleft,24.0,75.0,0.13923259413015995,0.434325035802296,-0.295092441672136,False
sub-001,HI,1,5,concatenate,attendleft,24.0,75.0,0.18751884112151077,0.39818777075492146,-0.2106689296334107,False
sub-001,HI,1,5,concatenate,attendleft,24.0,75.0,0.08847792028039679,0.17067379209413389,-0.0821958718137371,False
sub-001,HI,1,5,concatenate,attendleft,24.0,75.0,0.1633300727231937,0.15422789097236775,0.009102181750825944,True
sub-001,HI,1,5,concatenate,attendleft,24.0,75.0,0.11814451512297643,0.20883397455384298,-0.09068945943086655,False
sub-001,HI,1,5,concatenate,attendleft,24.0,75.0,0.05816301633537631,0.2705347617824359,-0.2123717454470596,False
sub-001,HI,1,5,concatenate,attendleft,24.0,75.0,0.05529162408579386,0.07117660163805108,-0.015884977552257214,False
sub-001,HI,1,5,concatenate,attendleft,24.0,75.0,0.24141296921028074,0.1765941807279563,0.06481878848232445,True
sub-001,HI,1,5,concatenate,attendleft,24.0,75.0,0.1714748700833953,0.06288318765774573,0.10859168242564957,True
sub-001,HI,1,5,concatenate,attendleft,24.0,75.0,0.04541252431141333,0.05605886145597925,-0.01064633714456592,False
sub-001,HI,1,5,concatenate,attendright,26.0,100.0,0.2951163127500096,0.033898914092365624,0.261217398657644,True
sub-001,HI,1,5,concatenate,attendright,26.0,100.0,0.07025084196978898,0.20548887375875882,-0.13523803178896984,False
sub-001,HI,1,5,concatenate,attendright,26.0,100.0,0.0077529131047437095,0.1848703923776679,-0.17711747927292418,False
sub-001,HI,1,5,concatenate,attendright,26.0,100.0,0.33367123214327,0.2020592454402408,0.1316119867030292,True
sub-001,HI,1,5,concatenate,attendright,26.0,100.0,0.34603174907981593,0.010522081248595999,0.33550966783121994,True
sub-001,HI,1,5,concatenate,attendright,26.0,100.0,0.2710286951526198,0.008510534668782637,0.26251816048383714,True
sub-001,HI,1,5,concatenate,attendright,26.0,100.0,0.0645115624645477,0.48142440153319466,-0.41691283906864696,False
sub-001,HI,1,5,concatenate,attendright,26.0,100.0,0.16378746330787092,0.08686696905037418,0.07692049425749674,True
sub-001,HI,1,5,concatenate,attendright,26.0,100.0,0.07681160408864451,0.006455548851314831,0.07035605523732968,True
sub-001,HI,1,5,concatenate,attendright,26.0,100.0,0.046220428661765046,0.14175934150788816,-0.09553891284612312,False
sub-001,HI,1,5,concatenate,attendleft,26.0,100.0,0.37256690881743604,0.028780921496131557,0.3437859873213045,True
sub-001,HI,1,5,concatenate,attendleft,26.0,100.0,0.24019586002567028,0.2076688378700412,0.03252702215562908,True
sub-001,HI,1,5,concatenate,attendleft,26.0,100.0,0.26693877616278133,0.1571338396726613,0.10980493649012002,True
sub-001,HI,1,5,concatenate,attendleft,26.0,100.0,0.30326766011199596,0.0959338865081392,0.20733377360385677,True
sub-001,HI,1,5,concatenate,attendleft,26.0,100.0,0.030277000006498342,0.11260245220111229,-0.08232545219461394,False
sub-001,HI,1,5,concatenate,attendleft,26.0,100.0,0.0581320849764953,0.005226022619462326,0.052906062357032976,True
sub-001,HI,1,5,concatenate,attendleft,26.0,100.0,0.11190266997773923,0.3522608720703101,-0.24035820209257086,False
sub-001,HI,1,5,concatenate,attendleft,26.0,100.0,0.2888422493716049,0.1928049688790989,0.09603728049250601,True
sub-001,HI,1,5,concatenate,attendleft,26.0,100.0,0.15237590035664933,0.04038265310455786,0.11199324725209148,True
sub-001,HI,1,5,concatenate,attendleft,26.0,100.0,0.6020065178016292,0.3073021895174352,0.29470432828419396,True
sub-001,HI,1,5,concatenate,attendright,25.0,100.0,0.11660284615248151,0.014650414486450382,0.10195243166603113,True
sub-001,HI,1,5,concatenate,attendright,25.0,100.0,0.01164044550332876,0.04183099057866336,-0.0301905450753346,False
sub-001,HI,1,5,concatenate,attendright,25.0,100.0,0.2301420032580649,0.03451811210645217,0.19562389115161272,True
sub-001,HI,1,5,concatenate,attendright,25.0,100.0,0.2425293461120887,0.11205455418468274,0.13047479192740596,True
sub-001,HI,1,5,concatenate,attendright,25.0,100.0,0.010839261062999697,0.07291623121994963,-0.06207697015694993,False
sub-001,HI,1,5,concatenate,attendright,25.0,100.0,0.07416878223689556,0.05169495373393677,0.022473828502958794,True
sub-001,HI,1,5,concatenate,attendright,25.0,100.0,0.4218145458048722,0.17205517687835784,0.24975936892651437,True
sub-001,HI,1,5,concatenate,attendright,25.0,100.0,0.16782252740260098,0.030307556784114495,0.1375149706184865,True
sub-001,HI,1,5,concatenate,attendright,25.0,100.0,0.08454732095931242,0.04595068269324379,0.03859663826606863,True
sub-001,HI,1,5,concatenate,attendleft,26.0,50.0,0.40033142492351176,0.39139202153640007,0.008939403387111688,True
sub-001,HI,1,5,concatenate,attendleft,26.0,50.0,0.131114945188076,0.13833691628941738,-0.007221971101341373,False
sub-001,HI,1,5,concatenate,attendleft,26.0,50.0,0.031421518510904495,0.10336534067907109,-0.0719438221681666,False
